image_filename,pattern,camera,width,height,corners_expected,corners_found,found_ok,rms_px,blur_lapl_var,coverage_frac,tilt_deg,quality_class,notes
20250820_131948449_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,5.372593402862549,451.2151353132648,0.014694974922839506,,POOR,
20250820_131954063_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,0.4436836838722229,1022.6616700703242,0.028234471450617284,,POOR,
20250820_131956488_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,0.4696959853172302,320.67037471064236,0.11386839313271604,,POOR,
20250820_131959087_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.02530837059021,120.46951235880604,0.09980131172839506,,POOR,
20250820_132001962_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.6868743896484375,561.6803302762986,0.07367356288580247,,POOR,
20250820_132004236_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,3.333547592163086,192.8120864293793,0.05380256558641975,,POOR,
20250820_132006505_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.6351256370544434,239.93775847241272,0.05486207561728395,,POOR,
20250820_132010930_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.6306703090667725,200.11563560152217,0.10177541473765432,,POOR,
20250820_132012523_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,3.0528647899627686,224.4504168503748,0.09800130208333334,,POOR,
20250820_132014748_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.5206823348999023,414.32650572625096,0.05985243055555556,,POOR,
20250820_132018470_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,0.7833321690559387,146.42710527120136,0.21095751350308642,,AVERAGE,
20250820_132020168_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.2559986114501953,204.1305660300842,0.05848765432098765,,POOR,
20250820_132021754_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.334321141242981,106.85920616557222,0.03415702160493827,,POOR,
20250820_132024575_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.593692660331726,346.12025800538254,0.02217086226851852,,POOR,
20250820_132029314_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,0.8641037940979004,660.5398345820281,0.09065827546296296,,POOR,
20250820_132040339_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.622959852218628,1281.0738462308916,0.083823543595679,,POOR,
20250820_132042197_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,2.612927198410034,446.5713055872137,0.05628809799382716,,POOR,
20250820_132043426_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,8.750665664672852,1577.6043687899041,0.11515094521604938,,POOR,
20250820_132044816_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.203798770904541,1165.0682431371206,0.1075291763117284,,POOR,
20250820_132046392_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.3696539402008057,231.70750576140247,0.09404610339506173,,POOR,
20250820_132048295_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.1288447380065918,170.85561812324593,0.09557484567901235,,POOR,
20250820_132050126_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.141809344291687,267.30318232595175,0.052471788194444445,,POOR,
20250820_132051752_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.3879352807998657,200.7986883932452,0.03778115354938272,,POOR,
20250820_132053300_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.57453453540802,596.8691957144094,0.027376060956790123,,POOR,
20250820_132054494_iOS.jpg,20mm_13x9,main,1920,1080,117,117,True,1.190877914428711,311.69381608890023,0.061399980709876546,,POOR,
