image_filename,pattern,camera,width,height,corners_expected,corners_found,found_ok,rms_px,blur_lapl_var,coverage_frac,tilt_deg,quality_class,notes
20250902_104629785_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,6.64016056060791,261.55206736738813,0.0013551311728395062,,POOR,
20250902_104632293_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,2.0677590370178223,130.49946971885777,0.002761863425925926,,POOR,
20250902_104633808_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,2.976421594619751,289.38521323839785,0.0028720582561728397,,POOR,
20250902_104637104_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.45132043957710266,139.61934941448644,0.021875,,POOR,
20250902_104638402_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.42832890152931213,140.96500994433745,0.020010609567901235,,POOR,
20250902_104641031_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.8478940725326538,65.72183974863879,0.020085117669753086,,POOR,
20250902_104643289_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.3531619906425476,61.23625522244908,0.012921489197530864,,POOR,
20250902_104645227_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.36079153418540955,226.70109181785813,0.010774498456790123,,POOR,
20250902_104647298_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.3826208710670471,105.46156553807705,0.010232204861111111,,POOR,
20250902_104648939_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.36937353014945984,219.50784321535403,0.01050829475308642,,POOR,
20250902_104652750_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,1.7054013013839722,96.8955005282002,0.04064525462962963,,POOR,
20250902_104654245_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,1.5170388221740723,53.14262866661163,0.07726514274691358,,POOR,
20250902_104656217_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,1.1316279172897339,61.291279859444025,0.04987533757716049,,POOR,
20250902_104658496_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,0.691875159740448,62.54463430701476,0.03681447723765432,,POOR,
20250902_104659868_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,1.0750391483306885,63.02711804989577,0.021295090663580245,,POOR,
20250902_104701837_iOS.jpg,30mm_6x8,uw_wth_lens_dist,1920,1080,48,48,True,1.0327808856964111,66.71756844456469,0.020463204089506172,,POOR,
